time,temp_air,humidity,dew_point,precip,cloud_cover,cloud_low,cloud_mid,cloud_high,ghi,dhi_direct,dhi,dni,wind_speed,wind_dir,pressure
2021-01-01 00:00:00+00:00,5.2,68,-0.3,0.0,0,0,6,1,0.0,0.0,0.0,0.0,7.1,285,982.3
2021-01-01 01:00:00+00:00,5.1,68,-0.4,0.0,1,1,1,0,0.0,0.0,0.0,0.0,7.0,291,982.6
2021-01-01 02:00:00+00:00,4.8,69,-0.4,0.0,2,1,1,0,0.0,0.0,0.0,0.0,4.7,274,983.3
2021-01-01 03:00:00+00:00,4.1,72,-0.5,0.0,2,2,2,0,0.0,0.0,0.0,0.0,2.9,270,983.5
2021-01-01 04:00:00+00:00,3.5,75,-0.6,0.0,2,2,1,0,0.0,0.0,0.0,0.0,2.5,262,983.6
2021-01-01 05:00:00+00:00,3.3,75,-0.7,0.0,2,2,1,0,0.0,0.0,0.0,0.0,2.9,263,984.4
2021-01-01 06:00:00+00:00,3.3,75,-0.8,0.0,3,3,0,0,0.0,0.0,0.0,0.0,3.6,270,985.2
2021-01-01 07:00:00+00:00,3.5,73,-0.8,0.0,3,3,0,0,39.0,22.0,17.0,256.3,4.5,299,986.1
2021-01-01 08:00:00+00:00,4.8,75,0.8,0.0,4,4,1,0,168.0,119.0,49.0,580.4,4.0,5,986.6
2021-01-01 09:00:00+00:00,6.4,72,1.7,0.0,3,3,1,0,292.0,229.0,63.0,719.8,5.0,21,987.0
2021-01-01 10:00:00+00:00,7.8,67,1.9,0.0,2,2,1,0,380.0,310.0,70.0,791.1,5.2,34,986.9
2021-01-01 11:00:00+00:00,8.7,61,1.6,0.0,1,1,1,0,417.0,345.0,72.0,819.3,4.9,54,986.5
2021-01-01 12:00:00+00:00,9.6,55,0.9,0.0,1,1,1,0,398.0,328.0,70.0,812.1,6.1,90,986.1
2021-01-01 13:00:00+00:00,9.9,54,1.0,0.0,2,1,1,0,325.0,261.0,64.0,764.5,7.3,81,986.2
2021-01-01 14:00:00+00:00,9.4,63,2.8,0.0,2,2,1,0,206.0,152.0,54.0,638.9,4.0,63,986.1
2021-01-01 15:00:00+00:00,7.6,63,1.0,0.0,16,0,1,15,70.0,42.0,28.0,398.9,5.9,11,986.3
2021-01-01 16:00:00+00:00,8.2,59,0.6,0.0,1,0,0,0,1.0,0.0,1.0,0.0,4.0,333,986.8
2021-01-01 17:00:00+00:00,7.6,60,0.2,0.0,1,0,0,1,0.0,0.0,0.0,0.0,4.6,288,987.3
2021-01-01 18:00:00+00:00,7.1,60,-0.1,0.0,27,0,0,27,0.0,0.0,0.0,0.0,6.6,283,987.8
2021-01-01 19:00:00+00:00,6.3,63,-0.2,0.0,1,0,0,1,0.0,0.0,0.0,0.0,5.8,274,988.0
2021-01-01 20:00:00+00:00,5.7,66,-0.2,0.0,0,0,0,0,0.0,0.0,0.0,0.0,6.3,283,988.5
2021-01-01 21:00:00+00:00,5.4,66,-0.4,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.3,279,989.1
2021-01-01 22:00:00+00:00,5.3,66,-0.6,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3.9,248,989.4
2021-01-01 23:00:00+00:00,5.1,67,-0.6,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.4,312,989.3
2021-01-02 00:00:00+00:00,4.9,67,-0.7,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.2,295,989.9
2021-01-02 01:00:00+00:00,4.4,69,-0.8,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.4,323,990.2
2021-01-02 02:00:00+00:00,4.2,69,-1.1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.1,319,990.4
2021-01-02 03:00:00+00:00,3.9,69,-1.4,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.4,312,990.5
2021-01-02 04:00:00+00:00,3.3,70,-1.6,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.6,345,990.6
2021-01-02 05:00:00+00:00,2.7,72,-1.9,0.0,1,0,1,0,0.0,0.0,0.0,0.0,7.4,346,990.6
2021-01-02 06:00:00+00:00,1.0,75,-2.8,0.0,1,0,0,0,0.0,0.0,0.0,0.0,8.1,347,991.0
2021-01-02 07:00:00+00:00,1.1,79,-2.2,0.0,0,0,0,0,40.0,22.0,18.0,256.1,5.1,352,991.3
2021-01-02 08:00:00+00:00,3.6,71,-1.2,0.0,1,1,1,0,172.0,123.0,49.0,599.3,6.5,3,992.0
2021-01-02 09:00:00+00:00,4.9,65,-1.0,0.0,1,1,0,0,298.0,235.0,63.0,737.3,5.7,18,992.2
2021-01-02 10:00:00+00:00,5.8,62,-0.9,0.0,2,2,0,0,385.0,316.0,69.0,804.5,6.0,33,991.5
2021-01-02 11:00:00+00:00,6.3,67,0.7,0.0,1,1,0,0,419.0,347.0,72.0,821.4,7.0,35,990.7
2021-01-02 12:00:00+00:00,7.9,60,0.6,0.0,2,2,1,0,398.0,327.0,71.0,806.2,7.4,47,990.1
2021-01-02 13:00:00+00:00,8.3,60,1.0,0.0,2,2,1,0,323.0,257.0,66.0,748.4,7.1,45,989.7
2021-01-02 14:00:00+00:00,6.1,79,2.7,0.0,5,5,2,0,204.0,149.0,55.0,620.4,5.9,47,989.1
2021-01-02 15:00:00+00:00,5.0,74,0.8,0.0,14,13,6,1,68.0,39.0,29.0,366.0,7.9,39,988.9
2021-01-02 16:00:00+00:00,6.5,71,1.6,0.0,13,12,4,0,1.0,0.0,1.0,0.0,5.2,12,989.4
2021-01-02 17:00:00+00:00,5.4,77,1.6,0.0,6,5,3,0,0.0,0.0,0.0,0.0,5.7,342,989.5
2021-01-02 18:00:00+00:00,2.8,86,0.6,0.0,11,10,5,0,0.0,0.0,0.0,0.0,7.1,345,989.2
2021-01-02 19:00:00+00:00,0.4,93,-0.6,0.0,78,21,73,10,0.0,0.0,0.0,0.0,9.1,342,988.7
2021-01-02 20:00:00+00:00,3.0,93,2.0,0.0,92,49,89,25,0.0,0.0,0.0,0.0,6.0,335,989.1
2021-01-02 21:00:00+00:00,3.2,94,2.3,0.0,99,55,99,57,0.0,0.0,0.0,0.0,6.4,333,989.1
2021-01-02 22:00:00+00:00,3.2,96,2.5,0.2,98,66,97,34,0.0,0.0,0.0,0.0,7.1,336,988.6
2021-01-02 23:00:00+00:00,3.0,95,2.3,0.2,97,76,93,66,0.0,0.0,0.0,0.0,7.4,337,988.1
2021-01-03 00:00:00+00:00,4.2,94,3.2,0.4,100,14,100,100,0.0,0.0,0.0,0.0,6.8,342,987.3
2021-01-03 01:00:00+00:00,4.7,96,4.1,1.0,100,79,99,22,0.0,0.0,0.0,0.0,7.0,339,987.2
2021-01-03 02:00:00+00:00,4.5,97,4.1,0.9,100,66,100,2,0.0,0.0,0.0,0.0,7.9,336,987.1
2021-01-03 03:00:00+00:00,4.3,98,4.1,0.3,94,62,91,4,0.0,0.0,0.0,0.0,8.4,329,986.7
2021-01-03 04:00:00+00:00,4.2,98,4.0,0.0,93,84,91,3,0.0,0.0,0.0,0.0,7.0,339,986.5
2021-01-03 05:00:00+00:00,4.5,97,4.0,0.0,45,31,37,0,0.0,0.0,0.0,0.0,6.5,357,986.7
2021-01-03 06:00:00+00:00,4.0,96,3.4,0.0,43,34,30,0,0.0,0.0,0.0,0.0,6.2,350,986.8
2021-01-03 07:00:00+00:00,4.7,97,4.2,0.0,65,63,22,1,29.0,13.0,16.0,151.2,7.8,347,987.6
2021-01-03 08:00:00+00:00,5.9,96,5.3,0.0,48,48,0,0,120.0,66.0,54.0,321.1,9.0,2,988.1
2021-01-03 09:00:00+00:00,7.0,92,5.8,0.0,36,35,1,0,233.0,149.0,84.0,466.5,8.1,13,988.3
2021-01-03 10:00:00+00:00,7.7,88,5.8,0.0,40,39,4,0,273.0,172.0,101.0,436.7,9.3,16,988.1
2021-01-03 11:00:00+00:00,8.4,85,6.0,0.0,55,52,12,0,280.0,164.0,116.0,386.9,9.6,20,987.4
2021-01-03 12:00:00+00:00,9.2,85,6.8,0.0,40,37,2,2,294.0,194.0,100.0,476.2,11.3,17,987.3
2021-01-03 13:00:00+00:00,9.8,84,7.2,0.0,31,18,22,7,249.0,168.0,81.0,486.2,9.4,4,986.9
2021-01-03 14:00:00+00:00,9.6,84,7.1,0.0,7,2,5,4,167.0,102.0,65.0,420.6,9.7,358,986.6
2021-01-03 15:00:00+00:00,7.3,91,5.9,0.0,3,1,2,2,66.0,37.0,29.0,343.0,5.4,356,986.3
2021-01-03 16:00:00+00:00,5.8,90,4.3,0.0,3,0,2,1,1.0,0.0,1.0,0.0,5.9,346,986.2
2021-01-03 17:00:00+00:00,8.6,83,5.9,0.0,9,1,6,4,0.0,0.0,0.0,0.0,4.7,337,986.7
2021-01-03 18:00:00+00:00,8.1,88,6.2,0.0,71,1,42,57,0.0,0.0,0.0,0.0,6.0,335,986.9
2021-01-03 19:00:00+00:00,6.1,95,5.3,0.0,93,6,76,81,0.0,0.0,0.0,0.0,8.6,338,986.9
2021-01-03 20:00:00+00:00,5.4,98,5.1,0.0,96,20,84,90,0.0,0.0,0.0,0.0,7.6,357,987.0
2021-01-03 21:00:00+00:00,5.7,97,5.2,0.1,100,31,100,95,0.0,0.0,0.0,0.0,6.3,347,986.9
2021-01-03 22:00:00+00:00,6.2,96,5.7,0.2,100,30,100,100,0.0,0.0,0.0,0.0,5.0,339,986.8
2021-01-03 23:00:00+00:00,5.9,96,5.3,0.7,100,5,100,98,0.0,0.0,0.0,0.0,5.2,344,986.3
2021-01-04 00:00:00+00:00,6.0,96,5.4,1.3,100,10,96,80,0.0,0.0,0.0,0.0,7.6,5,985.8
2021-01-04 01:00:00+00:00,7.1,95,6.3,0.5,100,31,100,100,0.0,0.0,0.0,0.0,4.7,351,985.5
2021-01-04 02:00:00+00:00,6.8,95,5.9,0.4,100,91,100,100,0.0,0.0,0.0,0.0,3.9,326,985.1
2021-01-04 03:00:00+00:00,7.2,93,6.1,1.3,100,77,97,100,0.0,0.0,0.0,0.0,5.2,326,984.6
2021-01-04 04:00:00+00:00,6.8,93,5.8,1.1,100,100,100,100,0.0,0.0,0.0,0.0,4.4,325,984.0
2021-01-04 05:00:00+00:00,6.3,94,5.4,1.1,100,96,100,100,0.0,0.0,0.0,0.0,4.2,340,983.4
2021-01-04 06:00:00+00:00,6.4,93,5.3,0.5,100,98,96,100,0.0,0.0,0.0,0.0,3.7,331,983.0
2021-01-04 07:00:00+00:00,6.7,92,5.5,0.5,100,98,99,100,6.0,0.0,6.0,0.0,3.6,315,982.4
2021-01-04 08:00:00+00:00,7.0,90,5.6,1.2,100,89,100,100,22.0,1.0,21.0,4.9,5.9,313,981.6
2021-01-04 09:00:00+00:00,7.6,90,6.1,1.0,100,37,100,100,61.0,0.0,61.0,0.0,5.1,315,980.9
2021-01-04 10:00:00+00:00,7.2,90,5.7,1.0,100,17,100,100,43.0,0.0,43.0,0.0,5.7,305,979.9
2021-01-04 11:00:00+00:00,7.2,90,5.7,0.6,100,76,99,100,80.0,1.0,79.0,2.4,7.2,297,979.0
2021-01-04 12:00:00+00:00,8.1,79,4.7,0.4,100,3,100,89,62.0,1.0,61.0,2.4,4.2,329,979.2
2021-01-04 13:00:00+00:00,7.7,85,5.2,0.1,100,6,99,97,77.0,5.0,72.0,14.4,1.8,233,978.5
2021-01-04 14:00:00+00:00,7.3,89,5.7,0.1,100,28,99,99,64.0,1.0,63.0,4.1,4.5,299,977.9
2021-01-04 15:00:00+00:00,6.7,93,5.6,0.1,100,62,100,92,37.0,1.0,36.0,9.2,3.8,287,977.8
2021-01-04 16:00:00+00:00,6.4,93,5.3,0.1,100,96,100,86,0.0,0.0,0.0,0.0,3.6,276,977.3
2021-01-04 17:00:00+00:00,6.3,92,5.2,0.1,98,86,94,77,0.0,0.0,0.0,0.0,3.6,264,977.1
2021-01-04 18:00:00+00:00,6.4,91,5.1,0.1,83,68,56,44,0.0,0.0,0.0,0.0,6.1,270,977.1
2021-01-04 19:00:00+00:00,6.2,91,4.9,0.1,95,62,94,0,0.0,0.0,0.0,0.0,4.7,279,977.3
2021-01-04 20:00:00+00:00,6.1,92,4.9,0.3,100,89,100,0,0.0,0.0,0.0,0.0,4.0,270,977.8
2021-01-04 21:00:00+00:00,5.8,93,4.8,0.1,89,69,87,10,0.0,0.0,0.0,0.0,4.7,266,978.2
2021-01-04 22:00:00+00:00,5.6,93,4.6,0.0,96,33,95,28,0.0,0.0,0.0,0.0,5.5,293,978.6
2021-01-04 23:00:00+00:00,6.3,88,4.4,0.0,29,6,26,11,0.0,0.0,0.0,0.0,3.2,297,978.9
2021-01-05 00:00:00+00:00,5.7,89,4.0,0.0,88,2,22,22,0.0,0.0,0.0,0.0,3.6,45,978.9
2021-01-05 01:00:00+00:00,4.7,90,3.2,0.0,20,17,12,1,0.0,0.0,0.0,0.0,6.3,59,979.6
2021-01-05 02:00:00+00:00,5.2,88,3.5,0.0,42,41,8,0,0.0,0.0,0.0,0.0,5.2,34,980.5
2021-01-05 03:00:00+00:00,4.9,88,3.2,0.0,51,48,25,3,0.0,0.0,0.0,0.0,4.4,351,980.9
2021-01-05 04:00:00+00:00,4.8,87,2.8,0.0,9,4,8,2,0.0,0.0,0.0,0.0,5.1,352,981.2
2021-01-05 05:00:00+00:00,4.6,86,2.4,0.0,14,4,10,2,0.0,0.0,0.0,0.0,5.8,7,982.0
2021-01-05 06:00:00+00:00,4.3,85,2.1,0.0,3,1,2,0,0.0,0.0,0.0,0.0,5.1,8,982.8
2021-01-05 07:00:00+00:00,4.3,85,2.0,0.0,4,3,1,0,38.0,21.0,17.0,243.1,5.4,356,983.8
2021-01-05 08:00:00+00:00,5.2,86,3.0,0.0,28,26,15,0,163.0,113.0,50.0,547.0,5.9,11,984.2
2021-01-05 09:00:00+00:00,6.8,81,3.8,0.0,24,21,18,0,270.0,198.0,72.0,616.5,6.9,28,984.6
2021-01-05 10:00:00+00:00,8.1,79,4.6,0.0,19,16,16,0,370.0,292.0,78.0,736.7,6.7,36,984.4
2021-01-05 11:00:00+00:00,8.9,72,4.2,0.0,26,24,15,0,383.0,287.0,96.0,671.9,5.2,16,984.3
2021-01-05 12:00:00+00:00,9.1,71,4.1,0.0,15,9,15,10,338.0,254.0,84.0,617.5,6.1,50,984.5
2021-01-05 13:00:00+00:00,9.5,70,4.3,0.0,2,1,2,0,283.0,199.0,84.0,568.5,8.4,70,984.4
2021-01-05 14:00:00+00:00,8.9,73,4.4,0.0,16,14,6,1,193.0,135.0,58.0,545.7,7.2,63,984.6
2021-01-05 15:00:00+00:00,5.9,86,3.8,0.0,38,2,6,34,69.0,38.0,31.0,343.6,6.6,22,984.8
2021-01-05 16:00:00+00:00,6.8,76,2.8,0.0,56,0,33,48,1.0,0.0,1.0,0.0,5.2,344,985.2
2021-01-05 17:00:00+00:00,6.8,73,2.3,0.0,74,0,66,59,0.0,0.0,0.0,0.0,4.1,308,985.7
2021-01-05 18:00:00+00:00,6.4,73,2.0,0.0,80,0,75,58,0.0,0.0,0.0,0.0,6.1,315,986.0
2021-01-05 19:00:00+00:00,6.1,74,1.8,0.0,70,0,65,44,0.0,0.0,0.0,0.0,5.5,293,986.0
2021-01-05 20:00:00+00:00,6.1,73,1.6,0.0,28,0,10,25,0.0,0.0,0.0,0.0,6.2,324,986.6
2021-01-05 21:00:00+00:00,5.8,73,1.4,0.0,29,0,6,28,0.0,0.0,0.0,0.0,6.8,360,986.9
2021-01-05 22:00:00+00:00,5.4,74,1.2,0.0,78,1,11,77,0.0,0.0,0.0,0.0,7.2,354,987.0
2021-01-05 23:00:00+00:00,5.2,75,1.1,0.0,90,3,10,89,0.0,0.0,0.0,0.0,7.9,360,987.0
2021-01-06 00:00:00+00:00,5.5,71,0.6,0.0,25,14,52,11,0.0,0.0,0.0,0.0,6.2,350,986.8
2021-01-06 01:00:00+00:00,2.4,85,0.2,0.0,30,6,9,23,0.0,0.0,0.0,0.0,7.6,8,986.6
2021-01-06 02:00:00+00:00,2.3,81,-0.5,0.0,83,44,71,39,0.0,0.0,0.0,0.0,7.5,17,986.3
2021-01-06 03:00:00+00:00,3.2,84,0.7,0.0,77,63,69,18,0.0,0.0,0.0,0.0,6.1,3,986.4
2021-01-06 04:00:00+00:00,3.7,83,1.0,0.0,84,81,71,1,0.0,0.0,0.0,0.0,5.2,12,986.6
2021-01-06 05:00:00+00:00,3.5,84,1.0,0.0,80,45,79,0,0.0,0.0,0.0,0.0,5.2,12,986.4
2021-01-06 06:00:00+00:00,3.5,84,1.0,0.0,82,49,80,0,0.0,0.0,0.0,0.0,4.8,347,986.6
2021-01-06 07:00:00+00:00,4.9,78,1.5,0.0,64,17,56,15,17.0,6.0,11.0,69.2,7.7,349,987.4
2021-01-06 08:00:00+00:00,6.0,77,2.3,0.0,74,33,60,60,108.0,56.0,52.0,270.2,7.6,352,987.8
2021-01-06 09:00:00+00:00,7.2,74,2.8,0.1,75,23,71,15,174.0,83.0,91.0,257.6,6.8,25,988.0
2021-01-06 10:00:00+00:00,8.2,73,3.6,0.0,54,6,48,11,236.0,118.0,118.0,296.6,7.2,37,987.5
2021-01-06 11:00:00+00:00,9.4,71,4.4,0.0,38,8,10,30,306.0,195.0,111.0,454.6,7.7,49,986.9
2021-01-06 12:00:00+00:00,11.7,61,4.5,0.0,97,59,62,84,352.0,259.0,93.0,626.5,5.7,72,986.3
2021-01-06 13:00:00+00:00,11.9,62,4.9,0.0,99,47,57,98,177.0,72.0,105.0,204.3,4.8,77,986.2
2021-01-06 14:00:00+00:00,10.9,71,5.8,0.0,99,38,42,97,82.0,7.0,75.0,28.0,6.5,96,986.1
2021-01-06 15:00:00+00:00,9.1,80,5.8,0.0,95,18,38,92,48.0,9.0,39.0,79.6,6.2,97,985.9
2021-01-06 16:00:00+00:00,7.2,85,4.9,0.0,99,12,9,99,1.0,0.0,1.0,0.0,8.1,103,985.7
2021-01-06 17:00:00+00:00,7.2,85,4.8,0.0,87,10,23,85,0.0,0.0,0.0,0.0,7.4,104,985.7
2021-01-06 18:00:00+00:00,8.1,83,5.3,0.0,92,21,64,86,0.0,0.0,0.0,0.0,6.8,115,985.8
2021-01-06 19:00:00+00:00,5.6,91,4.2,0.0,93,17,86,87,0.0,0.0,0.0,0.0,7.9,93,985.3
2021-01-06 20:00:00+00:00,5.8,91,4.4,0.0,94,7,87,89,0.0,0.0,0.0,0.0,7.0,69,985.1
2021-01-06 21:00:00+00:00,5.2,93,4.2,0.1,98,8,93,96,0.0,0.0,0.0,0.0,7.1,60,984.5
2021-01-06 22:00:00+00:00,4.9,94,4.0,0.2,95,1,92,89,0.0,0.0,0.0,0.0,7.1,49,984.3
2021-01-06 23:00:00+00:00,4.8,95,4.1,0.4,99,1,97,97,0.0,0.0,0.0,0.0,6.4,38,984.0
2021-01-07 00:00:00+00:00,5.1,92,3.9,0.4,88,28,88,99,0.0,0.0,0.0,0.0,6.2,350,984.2
2021-01-07 01:00:00+00:00,5.8,91,4.4,0.6,90,29,77,79,0.0,0.0,0.0,0.0,7.4,346,984.5
2021-01-07 02:00:00+00:00,5.2,92,3.9,0.4,100,12,100,42,0.0,0.0,0.0,0.0,6.6,351,984.3
2021-01-07 03:00:00+00:00,5.2,92,4.0,0.4,98,9,97,10,0.0,0.0,0.0,0.0,5.1,4,984.0
2021-01-07 04:00:00+00:00,4.8,92,3.5,0.3,87,21,83,33,0.0,0.0,0.0,0.0,5.4,352,983.7
2021-01-07 05:00:00+00:00,4.6,92,3.4,0.2,91,41,88,28,0.0,0.0,0.0,0.0,5.8,338,984.0
2021-01-07 06:00:00+00:00,4.4,92,3.3,0.2,87,28,84,4,0.0,0.0,0.0,0.0,6.8,360,984.3
2021-01-07 07:00:00+00:00,4.7,93,3.7,0.1,96,25,81,84,16.0,6.0,10.0,68.9,5.2,344,984.8
2021-01-07 08:00:00+00:00,6.3,93,5.3,0.1,100,24,98,92,85.0,21.0,64.0,100.9,6.2,350,985.6
2021-01-07 09:00:00+00:00,6.6,91,5.2,0.1,99,72,92,93,62.0,4.0,58.0,12.4,5.5,11,985.8
2021-01-07 10:00:00+00:00,7.6,85,5.2,0.1,99,11,98,91,139.0,27.0,112.0,67.6,3.8,343,985.8
2021-01-07 11:00:00+00:00,8.6,80,5.4,0.1,99,26,83,98,231.0,73.0,158.0,169.4,3.0,14,985.2
2021-01-07 12:00:00+00:00,9.2,83,6.4,0.1,95,32,95,85,107.0,11.0,96.0,26.5,3.3,49,984.8
2021-01-07 13:00:00+00:00,9.4,84,6.8,0.1,99,32,94,96,179.0,47.0,132.0,132.5,5.4,70,984.8
2021-01-07 14:00:00+00:00,9.0,84,6.4,0.1,100,57,99,97,121.0,22.0,99.0,87.1,5.0,90,985.0
2021-01-07 15:00:00+00:00,7.9,91,6.5,0.2,100,69,98,98,38.0,2.0,36.0,17.3,3.5,114,985.2
2021-01-07 16:00:00+00:00,7.1,92,5.9,0.4,100,68,100,99,1.0,0.0,1.0,0.0,3.7,119,985.3
2021-01-07 17:00:00+00:00,6.7,93,5.7,0.5,100,69,100,100,0.0,0.0,0.0,0.0,3.1,144,985.7
2021-01-07 18:00:00+00:00,6.2,94,5.3,0.7,99,67,87,97,0.0,0.0,0.0,0.0,3.7,119,985.5
2021-01-07 19:00:00+00:00,6.9,88,5.0,0.5,99,64,80,97,0.0,0.0,0.0,0.0,2.6,106,985.1
2021-01-07 20:00:00+00:00,6.1,92,4.8,0.4,100,50,97,94,0.0,0.0,0.0,0.0,2.9,120,984.3
2021-01-07 21:00:00+00:00,5.6,94,4.7,0.4,97,28,97,0,0.0,0.0,0.0,0.0,3.0,14,983.4
2021-01-07 22:00:00+00:00,5.7,94,4.7,0.3,91,51,89,22,0.0,0.0,0.0,0.0,5.0,330,983.0
2021-01-07 23:00:00+00:00,5.4,94,4.5,0.8,100,46,100,100,0.0,0.0,0.0,0.0,3.8,319,982.6
2021-01-08 00:00:00+00:00,5.7,95,4.8,1.6,100,43,69,88,0.0,0.0,0.0,0.0,2.6,236,982.8
2021-01-08 01:00:00+00:00,5.4,96,4.8,1.0,98,3,62,96,0.0,0.0,0.0,0.0,2.0,225,982.6
2021-01-08 02:00:00+00:00,5.3,92,4.2,0.7,94,78,79,67,0.0,0.0,0.0,0.0,0.5,225,981.9
2021-01-08 03:00:00+00:00,4.8,98,4.6,1.0,100,100,78,33,0.0,0.0,0.0,0.0,1.1,252,981.3
2021-01-08 04:00:00+00:00,4.7,99,4.6,0.8,100,100,78,78,0.0,0.0,0.0,0.0,4.3,318,980.7
2021-01-08 05:00:00+00:00,4.6,100,4.6,0.4,100,100,71,82,0.0,0.0,0.0,0.0,4.1,322,980.2
2021-01-08 06:00:00+00:00,4.8,100,4.8,0.4,100,100,84,73,0.0,0.0,0.0,0.0,5.4,352,979.6
2021-01-08 07:00:00+00:00,5.3,100,5.3,0.3,100,100,57,84,15.0,2.0,13.0,22.9,7.7,349,979.6
2021-01-08 08:00:00+00:00,6.1,100,6.1,0.6,100,100,68,87,47.0,1.0,46.0,4.8,6.6,347,979.9
2021-01-08 09:00:00+00:00,6.7,100,6.7,0.6,100,100,57,25,106.0,13.0,93.0,40.0,7.8,13,979.3
2021-01-08 10:00:00+00:00,7.4,99,7.2,0.4,100,100,20,87,164.0,68.0,96.0,169.6,9.0,2,978.8
2021-01-08 11:00:00+00:00,9.1,91,7.6,0.2,95,48,25,90,275.0,115.0,160.0,265.7,9.6,13,978.0
2021-01-08 12:00:00+00:00,9.4,95,8.6,0.3,100,45,84,0,207.0,34.0,173.0,81.4,9.0,5,976.6
2021-01-08 13:00:00+00:00,9.9,98,9.6,0.3,54,15,24,37,192.0,106.0,86.0,296.6,10.8,356,976.4
2021-01-08 14:00:00+00:00,9.9,100,9.9,0.5,100,18,74,100,143.0,74.0,69.0,289.9,8.1,347,976.1
2021-01-08 15:00:00+00:00,9.1,100,9.1,0.4,96,14,90,92,47.0,3.0,44.0,25.3,6.0,343,976.0
2021-01-08 16:00:00+00:00,8.6,97,8.1,0.5,100,18,90,100,1.0,0.0,1.0,0.0,2.3,309,976.0
2021-01-08 17:00:00+00:00,8.9,94,7.9,0.8,100,43,98,100,0.0,0.0,0.0,0.0,4.6,309,976.7
2021-01-08 18:00:00+00:00,10.4,87,8.4,2.2,100,100,100,100,0.0,0.0,0.0,0.0,3.9,68,977.6
2021-01-08 19:00:00+00:00,8.5,95,7.8,3.9,100,100,100,100,0.0,0.0,0.0,0.0,4.7,122,978.9
2021-01-08 20:00:00+00:00,7.6,96,7.0,2.5,100,100,100,100,0.0,0.0,0.0,0.0,2.5,172,979.7
2021-01-08 21:00:00+00:00,7.2,97,6.8,1.8,100,100,95,98,0.0,0.0,0.0,0.0,2.9,180,980.5
2021-01-08 22:00:00+00:00,6.7,99,6.6,1.7,100,100,88,92,0.0,0.0,0.0,0.0,1.4,180,981.1
2021-01-08 23:00:00+00:00,6.2,100,6.2,1.3,100,100,100,49,0.0,0.0,0.0,0.0,1.5,194,981.5
2021-01-09 00:00:00+00:00,5.5,90,4.0,1.3,100,100,99,0,0.0,0.0,0.0,0.0,3.4,252,982.5
2021-01-09 01:00:00+00:00,4.9,88,3.1,0.3,100,100,98,1,0.0,0.0,0.0,0.0,4.8,243,983.3
2021-01-09 02:00:00+00:00,4.6,87,2.7,0.1,99,93,96,26,0.0,0.0,0.0,0.0,4.7,238,983.7
2021-01-09 03:00:00+00:00,4.3,81,1.4,0.1,100,61,99,61,0.0,0.0,0.0,0.0,3.9,248,984.3
2021-01-09 04:00:00+00:00,4.1,79,0.8,0.0,99,63,97,75,0.0,0.0,0.0,0.0,4.5,241,985.0
2021-01-09 05:00:00+00:00,3.9,78,0.5,0.0,99,54,91,83,0.0,0.0,0.0,0.0,4.5,241,985.2
2021-01-09 06:00:00+00:00,3.7,78,0.2,0.0,98,57,85,89,0.0,0.0,0.0,0.0,4.7,266,986.0
2021-01-09 07:00:00+00:00,3.9,76,0.0,0.0,98,59,76,92,13.0,3.0,10.0,34.1,5.5,259,986.9
2021-01-09 08:00:00+00:00,4.1,75,0.0,0.0,88,65,75,53,61.0,10.0,51.0,47.6,5.2,245,987.2
2021-01-09 09:00:00+00:00,4.6,73,0.2,0.0,96,69,72,90,118.0,50.0,68.0,153.3,6.2,263,987.5
2021-01-09 10:00:00+00:00,5.0,72,0.4,0.0,100,69,71,99,149.0,64.0,85.0,158.9,5.4,250,987.1
2021-01-09 11:00:00+00:00,5.3,72,0.6,0.0,72,59,62,13,126.0,19.0,107.0,43.7,5.8,240,986.6
2021-01-09 12:00:00+00:00,5.8,72,1.1,0.0,97,63,71,96,218.0,133.0,85.0,316.4,4.7,261,986.8
2021-01-09 13:00:00+00:00,6.2,70,1.0,0.0,100,61,100,98,160.0,62.0,98.0,172.2,4.0,265,986.2
2021-01-09 14:00:00+00:00,5.7,72,1.1,0.1,100,72,93,98,41.0,3.0,38.0,11.6,3.3,257,986.2
2021-01-09 15:00:00+00:00,4.9,76,1.1,0.2,100,62,100,100,15.0,0.0,15.0,0.0,4.3,270,986.3
2021-01-09 16:00:00+00:00,3.8,88,2.0,0.8,100,56,99,92,1.0,0.0,1.0,0.0,6.6,257,987.0
2021-01-09 17:00:00+00:00,3.1,93,2.0,1.2,99,59,99,11,0.0,0.0,0.0,0.0,5.1,266,987.3
2021-01-09 18:00:00+00:00,2.7,94,1.8,0.9,100,100,99,11,0.0,0.0,0.0,0.0,5.1,266,987.7
2021-01-09 19:00:00+00:00,2.5,94,1.6,0.4,100,100,93,39,0.0,0.0,0.0,0.0,4.7,293,987.4
2021-01-09 20:00:00+00:00,2.4,93,1.4,0.3,98,93,94,35,0.0,0.0,0.0,0.0,4.9,287,987.4
